date,adults_count,category_id,category_name,group_id,tariff_code,price_rub,raw_price_minor,source,room_type_code,rate_plan_code,service_rph,placement_code
2026-04-19,2,Семейная Винная Вилла (для людей с физическими особенностями),Семейная Винная Вилла (для людей с физическими особенностями),VILLA,breakfast,272600.00,27260000,travelline,129428,851329|851363,,291406
2026-04-19,2,Семейная Винная Вилла (для людей с физическими особенностями),Семейная Винная Вилла (для людей с физическими особенностями),VILLA,fullpansion,302800.00,30280000,travelline,129428,851329|851363,,291406
2026-04-19,2,Семейный Люкс с видом на море,Семейный Люкс с видом на море,SUITE,breakfast,48500.00,4850000,travelline,41074,849522|849525,,77751
2026-04-19,2,Семейный Люкс с видом на море,Семейный Люкс с видом на море,SUITE,fullpansion,53600.00,5360000,travelline,41074,849522|849525,,77751
2026-04-19,3,Императорская Вилла,Императорская Вилла,VILLA,breakfast,555700.00,55570000,travelline,71012,851329|851363,,144792
2026-04-19,3,Императорская Вилла,Императорская Вилла,VILLA,fullpansion,656600.00,65660000,travelline,71012,851329|851363,,144792
2026-04-19,3,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251629
2026-04-19,3,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251629
2026-04-19,3,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251622
2026-04-19,3,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251622
2026-04-19,3,Семейная Винная Вилла (для людей с физическими особенностями),Семейная Винная Вилла (для людей с физическими особенностями),VILLA,breakfast,272600.00,27260000,travelline,129428,851329|851363,,291407
2026-04-19,3,Семейная Винная Вилла (для людей с физическими особенностями),Семейная Винная Вилла (для людей с физическими особенностями),VILLA,fullpansion,302800.00,30280000,travelline,129428,851329|851363,,291407
2026-04-19,3,Семейный Люкс с видом на море,Семейный Люкс с видом на море,SUITE,breakfast,58500.00,5850000,travelline,41074,849522|849525,,21761|77751
2026-04-19,3,Семейный Люкс с видом на море,Семейный Люкс с видом на море,SUITE,fullpansion,63600.00,6360000,travelline,41074,849522|849525,,21761|77751
2026-04-19,4,Императорская Вилла,Императорская Вилла,VILLA,breakfast,555700.00,55570000,travelline,71012,851329|851363,,144793
2026-04-19,4,Императорская Вилла,Императорская Вилла,VILLA,fullpansion,656600.00,65660000,travelline,71012,851329|851363,,144793
2026-04-19,4,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251630
2026-04-19,4,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251630
2026-04-19,4,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251623
2026-04-19,4,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251623
2026-04-19,4,Семейная Винная Вилла (для людей с физическими особенностями),Семейная Винная Вилла (для людей с физическими особенностями),VILLA,breakfast,272600.00,27260000,travelline,129428,851329|851363,,291408
2026-04-19,4,Семейная Винная Вилла (для людей с физическими особенностями),Семейная Винная Вилла (для людей с физическими особенностями),VILLA,fullpansion,302800.00,30280000,travelline,129428,851329|851363,,291408
2026-04-19,4,Семейный Люкс с видом на море,Семейный Люкс с видом на море,SUITE,breakfast,58500.00,5850000,travelline,41074,849522|849525,,21761|77751
2026-04-19,4,Семейный Люкс с видом на море,Семейный Люкс с видом на море,SUITE,fullpansion,63600.00,6360000,travelline,41074,849522|849525,,21761|77751
2026-04-19,5,Императорская Вилла,Императорская Вилла,VILLA,breakfast,555700.00,55570000,travelline,71012,851329|851363,,144794
2026-04-19,5,Императорская Вилла,Императорская Вилла,VILLA,fullpansion,656600.00,65660000,travelline,71012,851329|851363,,144794
2026-04-19,5,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251631
2026-04-19,5,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251631
2026-04-19,5,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251624
2026-04-19,5,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251624
2026-04-19,5,Семейная Винная Вилла (для людей с физическими особенностями),Семейная Винная Вилла (для людей с физическими особенностями),VILLA,breakfast,272600.00,27260000,travelline,129428,851329|851363,,291409
2026-04-19,5,Семейная Винная Вилла (для людей с физическими особенностями),Семейная Винная Вилла (для людей с физическими особенностями),VILLA,fullpansion,302800.00,30280000,travelline,129428,851329|851363,,291409
2026-04-19,6,Императорская Вилла,Императорская Вилла,VILLA,breakfast,555700.00,55570000,travelline,71012,851329|851363,,144795
2026-04-19,6,Императорская Вилла,Императорская Вилла,VILLA,fullpansion,656600.00,65660000,travelline,71012,851329|851363,,144795
2026-04-19,6,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251632
2026-04-19,6,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251632
2026-04-19,6,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251625
2026-04-19,6,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251625
2026-04-19,6,Семейная Винная Вилла (для людей с физическими особенностями),Семейная Винная Вилла (для людей с физическими особенностями),VILLA,breakfast,272600.00,27260000,travelline,129428,851329|851363,,291404
2026-04-19,6,Семейная Винная Вилла (для людей с физическими особенностями),Семейная Винная Вилла (для людей с физическими особенностями),VILLA,fullpansion,302800.00,30280000,travelline,129428,851329|851363,,291404
2026-04-20,1,Императорская Вилла,Императорская Вилла,VILLA,breakfast,555700.00,55570000,travelline,71012,851329|851363,,144790
2026-04-20,1,Императорская Вилла,Императорская Вилла,VILLA,fullpansion,656600.00,65660000,travelline,71012,851329|851363,,144790
2026-04-20,1,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251627
2026-04-20,1,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251627
2026-04-20,1,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251620
2026-04-20,1,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251620
2026-04-20,2,Императорская Вилла,Императорская Вилла,VILLA,breakfast,555700.00,55570000,travelline,71012,851329|851363,,144791
2026-04-20,2,Императорская Вилла,Императорская Вилла,VILLA,fullpansion,656600.00,65660000,travelline,71012,851329|851363,,144791
2026-04-20,2,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251628
2026-04-20,2,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251628
2026-04-20,2,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251621
2026-04-20,2,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251621
2026-04-20,3,Императорская Вилла,Императорская Вилла,VILLA,breakfast,555700.00,55570000,travelline,71012,851329|851363,,144792
2026-04-20,3,Императорская Вилла,Императорская Вилла,VILLA,fullpansion,656600.00,65660000,travelline,71012,851329|851363,,144792
2026-04-20,3,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251629
2026-04-20,3,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251629
2026-04-20,3,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251622
2026-04-20,3,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251622
2026-04-20,4,Императорская Вилла,Императорская Вилла,VILLA,breakfast,555700.00,55570000,travelline,71012,851329|851363,,144793
2026-04-20,4,Императорская Вилла,Императорская Вилла,VILLA,fullpansion,656600.00,65660000,travelline,71012,851329|851363,,144793
2026-04-20,4,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251630
2026-04-20,4,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251630
2026-04-20,4,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251623
2026-04-20,4,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251623
2026-04-20,5,Императорская Вилла,Императорская Вилла,VILLA,breakfast,555700.00,55570000,travelline,71012,851329|851363,,144794
2026-04-20,5,Императорская Вилла,Императорская Вилла,VILLA,fullpansion,656600.00,65660000,travelline,71012,851329|851363,,144794
2026-04-20,5,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251631
2026-04-20,5,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251631
2026-04-20,5,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251624
2026-04-20,5,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251624
2026-04-20,6,Императорская Вилла,Императорская Вилла,VILLA,breakfast,555700.00,55570000,travelline,71012,851329|851363,,144795
2026-04-20,6,Императорская Вилла,Императорская Вилла,VILLA,fullpansion,656600.00,65660000,travelline,71012,851329|851363,,144795
2026-04-20,6,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251632
2026-04-20,6,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251632
2026-04-20,6,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251625
2026-04-20,6,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251625
2026-04-21,1,Императорская Вилла,Императорская Вилла,VILLA,breakfast,555700.00,55570000,travelline,71012,851329|851363,,144790
2026-04-21,1,Императорская Вилла,Императорская Вилла,VILLA,fullpansion,656600.00,65660000,travelline,71012,851329|851363,,144790
2026-04-21,1,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251627
2026-04-21,1,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251627
2026-04-21,1,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251620
2026-04-21,1,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251620
2026-04-21,2,Императорская Вилла,Императорская Вилла,VILLA,breakfast,555700.00,55570000,travelline,71012,851329|851363,,144791
2026-04-21,2,Императорская Вилла,Императорская Вилла,VILLA,fullpansion,656600.00,65660000,travelline,71012,851329|851363,,144791
2026-04-21,2,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251628
2026-04-21,2,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251628
2026-04-21,2,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251621
2026-04-21,2,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251621
2026-04-21,3,Императорская Вилла,Императорская Вилла,VILLA,breakfast,555700.00,55570000,travelline,71012,851329|851363,,144792
2026-04-21,3,Императорская Вилла,Императорская Вилла,VILLA,fullpansion,656600.00,65660000,travelline,71012,851329|851363,,144792
2026-04-21,3,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251629
2026-04-21,3,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251629
2026-04-21,3,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251622
2026-04-21,3,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251622
2026-04-21,4,Императорская Вилла,Императорская Вилла,VILLA,breakfast,555700.00,55570000,travelline,71012,851329|851363,,144793
2026-04-21,4,Императорская Вилла,Императорская Вилла,VILLA,fullpansion,656600.00,65660000,travelline,71012,851329|851363,,144793
2026-04-21,4,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251630
2026-04-21,4,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251630
2026-04-21,4,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251623
2026-04-21,4,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251623
2026-04-21,5,Императорская Вилла,Императорская Вилла,VILLA,breakfast,555700.00,55570000,travelline,71012,851329|851363,,144794
2026-04-21,5,Императорская Вилла,Императорская Вилла,VILLA,fullpansion,656600.00,65660000,travelline,71012,851329|851363,,144794
2026-04-21,5,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251631
2026-04-21,5,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251631
2026-04-21,5,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251624
2026-04-21,5,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251624
2026-04-21,6,Императорская Вилла,Императорская Вилла,VILLA,breakfast,555700.00,55570000,travelline,71012,851329|851363,,144795
2026-04-21,6,Императорская Вилла,Императорская Вилла,VILLA,fullpansion,656600.00,65660000,travelline,71012,851329|851363,,144795
2026-04-21,6,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251632
2026-04-21,6,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251632
2026-04-21,6,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251625
2026-04-21,6,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251625
2026-04-22,1,Делюкс Прайм с видом на горы/сад (две кровати | трансформируются в одну | размещение на 6-м этаже),Делюкс Прайм с видом на горы/сад (две кровати | трансформируются в одну | размещение на 6-м этаже),DELUXE,breakfast,29700.00,2970000,travelline,223025,849522|849525,,532780
2026-04-22,1,Делюкс Прайм с видом на горы/сад (две кровати | трансформируются в одну | размещение на 6-м этаже),Делюкс Прайм с видом на горы/сад (две кровати | трансформируются в одну | размещение на 6-м этаже),DELUXE,fullpansion,36100.00,3610000,travelline,223025,849522|849525,,532780
2026-04-22,1,Делюкс с видом на горы/сад (две кровати | трансформируются в одну),Делюкс с видом на горы/сад (две кровати | трансформируются в одну),DELUXE,breakfast,26900.00,2690000,travelline,33568,849522|849525,,62017
2026-04-22,1,Делюкс с видом на горы/сад (две кровати | трансформируются в одну),Делюкс с видом на горы/сад (две кровати | трансформируются в одну),DELUXE,fullpansion,32800.00,3280000,travelline,33568,849522|849525,,62017
2026-04-22,1,Делюкс с видом на море (две кровати | трансформируются в одну),Делюкс с видом на море (две кровати | трансформируются в одну),DELUXE,breakfast,33300.00,3330000,travelline,41072,849522|849525,,77746
2026-04-22,1,Делюкс с видом на море (две кровати | трансформируются в одну),Делюкс с видом на море (две кровати | трансформируются в одну),DELUXE,fullpansion,38400.00,3840000,travelline,41072,849522|849525,,77746
2026-04-22,1,Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),DELUXE,breakfast,63500.00,6350000,travelline,222981,849522|849525,,532676
2026-04-22,1,Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),DELUXE,fullpansion,70200.00,7020000,travelline,222981,849522|849525,,532676
2026-04-22,1,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251627
2026-04-22,1,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251627
2026-04-22,1,Семейная Вилла,Семейная Вилла,VILLA,breakfast,232000.00,23200000,travelline,33572,851329|851363,,93247
2026-04-22,1,Семейная Вилла,Семейная Вилла,VILLA,fullpansion,252900.00,25290000,travelline,33572,851329|851363,,93247
2026-04-22,1,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251620
2026-04-22,1,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251620
2026-04-22,2,Делюкс Прайм с видом на горы/сад (две кровати | трансформируются в одну | размещение на 6-м этаже),Делюкс Прайм с видом на горы/сад (две кровати | трансформируются в одну | размещение на 6-м этаже),DELUXE,breakfast,35200.00,3520000,travelline,223025,849522|849525,,532781
2026-04-22,2,Делюкс Прайм с видом на горы/сад (две кровати | трансформируются в одну | размещение на 6-м этаже),Делюкс Прайм с видом на горы/сад (две кровати | трансформируются в одну | размещение на 6-м этаже),DELUXE,fullpansion,41600.00,4160000,travelline,223025,849522|849525,,532781
2026-04-22,2,Делюкс с видом на горы/сад (две кровати | трансформируются в одну),Делюкс с видом на горы/сад (две кровати | трансформируются в одну),DELUXE,breakfast,31900.00,3190000,travelline,33568,849522|849525,,61801
2026-04-22,2,Делюкс с видом на горы/сад (две кровати | трансформируются в одну),Делюкс с видом на горы/сад (две кровати | трансформируются в одну),DELUXE,fullpansion,37800.00,3780000,travelline,33568,849522|849525,,61801
2026-04-22,2,Делюкс с видом на море (две кровати | трансформируются в одну),Делюкс с видом на море (две кровати | трансформируются в одну),DELUXE,breakfast,38300.00,3830000,travelline,41072,849522|849525,,77747
2026-04-22,2,Делюкс с видом на море (две кровати | трансформируются в одну),Делюкс с видом на море (две кровати | трансформируются в одну),DELUXE,fullpansion,43400.00,4340000,travelline,41072,849522|849525,,77747
2026-04-22,2,Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),DELUXE,breakfast,63500.00,6350000,travelline,222981,849522|849525,,532678
2026-04-22,2,Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),DELUXE,fullpansion,70200.00,7020000,travelline,222981,849522|849525,,532678
2026-04-22,2,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251628
2026-04-22,2,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251628
2026-04-22,2,Семейная Вилла,Семейная Вилла,VILLA,breakfast,232000.00,23200000,travelline,33572,851329|851363,,61805
2026-04-22,2,Семейная Вилла,Семейная Вилла,VILLA,fullpansion,252900.00,25290000,travelline,33572,851329|851363,,61805
2026-04-22,2,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251621
2026-04-22,2,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251621
2026-04-22,3,Делюкс Прайм с видом на горы/сад (две кровати | трансформируются в одну | размещение на 6-м этаже),Делюкс Прайм с видом на горы/сад (две кровати | трансформируются в одну | размещение на 6-м этаже),DELUXE,breakfast,46200.00,4620000,travelline,223025,849522|849525,,153750|532781
2026-04-22,3,Делюкс Прайм с видом на горы/сад (две кровати | трансформируются в одну | размещение на 6-м этаже),Делюкс Прайм с видом на горы/сад (две кровати | трансформируются в одну | размещение на 6-м этаже),DELUXE,fullpansion,52600.00,5260000,travelline,223025,849522|849525,,153750|532781
2026-04-22,3,Делюкс с видом на горы/сад (две кровати | трансформируются в одну),Делюкс с видом на горы/сад (две кровати | трансформируются в одну),DELUXE,breakfast,41900.00,4190000,travelline,33568,849522|849525,,21612|61801
2026-04-22,3,Делюкс с видом на горы/сад (две кровати | трансформируются в одну),Делюкс с видом на горы/сад (две кровати | трансформируются в одну),DELUXE,fullpansion,47800.00,4780000,travelline,33568,849522|849525,,21612|61801
2026-04-22,3,Делюкс с видом на море (две кровати | трансформируются в одну),Делюкс с видом на море (две кровати | трансформируются в одну),DELUXE,breakfast,48300.00,4830000,travelline,41072,849522|849525,,21614|77747
2026-04-22,3,Делюкс с видом на море (две кровати | трансформируются в одну),Делюкс с видом на море (две кровати | трансформируются в одну),DELUXE,fullpansion,53400.00,5340000,travelline,41072,849522|849525,,21614|77747
2026-04-22,3,Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),DELUXE,breakfast,74500.00,7450000,travelline,222981,849522|849525,,532679
2026-04-22,3,Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),DELUXE,fullpansion,81200.00,8120000,travelline,222981,849522|849525,,532679
2026-04-22,3,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251629
2026-04-22,3,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251629
2026-04-22,3,Семейная Вилла,Семейная Вилла,VILLA,breakfast,232000.00,23200000,travelline,33572,851329|851363,,93248
2026-04-22,3,Семейная Вилла,Семейная Вилла,VILLA,fullpansion,252900.00,25290000,travelline,33572,851329|851363,,93248
2026-04-22,3,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251622
2026-04-22,3,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251622
2026-04-22,4,Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),DELUXE,breakfast,74500.00,7450000,travelline,222981,849522|849525,,532677
2026-04-22,4,Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),DELUXE,fullpansion,81200.00,8120000,travelline,222981,849522|849525,,532677
2026-04-22,4,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251630
2026-04-22,4,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251630
2026-04-22,4,Семейная Вилла,Семейная Вилла,VILLA,breakfast,232000.00,23200000,travelline,33572,851329|851363,,93249
2026-04-22,4,Семейная Вилла,Семейная Вилла,VILLA,fullpansion,252900.00,25290000,travelline,33572,851329|851363,,93249
2026-04-22,4,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251623
2026-04-22,4,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251623
2026-04-22,5,Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),DELUXE,breakfast,85500.00,8550000,travelline,222981,849522|849525,,153722|532677
2026-04-22,5,Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),DELUXE,fullpansion,92200.00,9220000,travelline,222981,849522|849525,,153722|532677
2026-04-22,5,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251631
2026-04-22,5,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251631
2026-04-22,5,Семейная Вилла,Семейная Вилла,VILLA,breakfast,232000.00,23200000,travelline,33572,851329|851363,,93246
2026-04-22,5,Семейная Вилла,Семейная Вилла,VILLA,fullpansion,252900.00,25290000,travelline,33572,851329|851363,,93246
2026-04-22,5,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251624
2026-04-22,5,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251624
2026-04-22,6,Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),DELUXE,breakfast,85500.00,8550000,travelline,222981,849522|849525,,153722|532677
2026-04-22,6,Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),Коннект Делюкс Прайм с видом на горы/сад (два смежных номера | размещение на 6-м этаже),DELUXE,fullpansion,92200.00,9220000,travelline,222981,849522|849525,,153722|532677
2026-04-22,6,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,breakfast,403700.00,40370000,travelline,113648,851329|851363,,251632
2026-04-22,6,Президентская Винная Вилла,Президентская Винная Вилла,VILLA,fullpansion,454800.00,45480000,travelline,113648,851329|851363,,251632
2026-04-22,6,Семейная Вилла,Семейная Вилла,VILLA,breakfast,232000.00,23200000,travelline,33572,851329|851363,,62183
2026-04-22,6,Семейная Вилла,Семейная Вилла,VILLA,fullpansion,252900.00,25290000,travelline,33572,851329|851363,,62183
2026-04-22,6,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,breakfast,272600.00,27260000,travelline,113646,851329|851363,,251625
2026-04-22,6,Семейная Винная Вилла,Семейная Винная Вилла,VILLA,fullpansion,302800.00,30280000,travelline,113646,851329|851363,,251625
